ISO3,year,agreement
BLR,2000,eaec
BLR,2000,rusblrkaz
BLR,2001,rusblr
BLR,2001,eaec
BLR,2001,rusblrkaz
BLR,2002,rusblr
BLR,2002,eaec
BLR,2002,rusblrkaz
BLR,2003,rusblr
BLR,2003,eaec
BLR,2003,rusblrkaz
BLR,2004,cez
BLR,2004,rusblr
BLR,2004,eaec
BLR,2004,rusblrkaz
BLR,2005,cez
BLR,2005,rusblr
BLR,2005,eaec
BLR,2005,rusblrkaz
BLR,2006,cez
BLR,2006,rusblr
BLR,2006,ukrblr
BLR,2006,eaec
BLR,2006,rusblrkaz
BLR,2007,cez
BLR,2007,rusblr
BLR,2007,ukrblr
BLR,2007,eaec
BLR,2007,rusblrkaz
BLR,2008,cez
BLR,2008,rusblr
BLR,2008,ukrblr
BLR,2008,eaec
BLR,2008,rusblrkaz
BLR,2009,cez
BLR,2009,rusblr
BLR,2009,ukrblr
BLR,2009,eaec
BLR,2009,rusblrkaz
BLR,2010,cez
BLR,2010,rusblr
BLR,2010,ukrblr
BLR,2010,eaec
BLR,2010,rusblrkaz
BLR,2011,cez
BLR,2011,rusblr
BLR,2011,ukrblr
BLR,2011,eaec
BLR,2011,rusblrkaz
BLR,2012,cez
BLR,2012,cis2
BLR,2012,rusblr
BLR,2012,ukrblr
BLR,2012,eaec
BLR,2012,rusblrkaz
BLR,2013,cez
BLR,2013,cis2
BLR,2013,rusblr
BLR,2013,ukrblr
BLR,2013,eaec
BLR,2013,rusblrkaz
BLR,2014,cez
BLR,2014,cis2
BLR,2014,rusblr
BLR,2014,ukrblr
BLR,2014,eaec
BLR,2014,rusblrkaz
BLR,2015,cez
BLR,2015,cis2
BLR,2015,rusblr
BLR,2015,ukrblr
BLR,2015,eaeu
BLR,2015,rusblrkaz
BLR,2016,cez
BLR,2016,cis2
BLR,2016,rusblr
BLR,2016,ukrblr
BLR,2016,eaeu
BLR,2016,rusblrkaz
BLR,2016,eaeuvnm
BLR,2017,cez
BLR,2017,cis2
BLR,2017,rusblr
BLR,2017,ukrblr
BLR,2017,eaeu
BLR,2017,rusblrkaz
BLR,2017,eaeuvnm
BLR,2018,cez
BLR,2018,cis2
BLR,2018,rusblr
BLR,2018,ukrblr
BLR,2018,eaeu
BLR,2018,rusblrkaz
BLR,2018,eaeuvnm
BLR,2019,cez
BLR,2019,cis2
BLR,2019,rusblr
BLR,2019,ukrblr
BLR,2019,eaeu
BLR,2019,rusblrkaz
BLR,2019,eaeuvnm
BLR,2019,eaeuirn
BLR,2020,cez
BLR,2020,cis2
BLR,2020,rusblr
BLR,2020,ukrblr
BLR,2020,eaeu
BLR,2020,rusblrkaz
BLR,2020,eaeuvnm
BLR,2020,eaeuirn
BLR,2021,cez
BLR,2021,cis2
BLR,2021,rusblr
BLR,2021,ukrblr
BLR,2021,eaeu
BLR,2021,rusblrkaz
BLR,2021,eaeuvnm
BLR,2021,eaeuirn
BLR,2021,eaeusrb
BLR,2022,cez
BLR,2022,cis2
BLR,2022,rusblr
BLR,2022,ukrblr
BLR,2022,eaeu
BLR,2022,rusblrkaz
BLR,2022,eaeuvnm
BLR,2022,eaeuirn
BLR,2022,eaeusrb
BLR,2023,cez
BLR,2023,cis2
BLR,2023,rusblr
BLR,2023,ukrblr
BLR,2023,eaeu
BLR,2023,rusblrkaz
BLR,2023,eaeuvnm
BLR,2023,eaeuirn
BLR,2023,eaeusrb
BLZ,1974,caricomg
BLZ,1975,caricomg
BLZ,1976,caricomg
BLZ,1977,caricomg
BLZ,1978,caricomg
BLZ,1979,caricomg
BLZ,1980,caricomg
BLZ,1981,caricomg
BLZ,1982,caricomg
BLZ,1983,caricomg
BLZ,1984,caricomg
BLZ,1985,caricomg
BLZ,1986,caricomg
BLZ,1987,caricomg
BLZ,1988,caricomg
BLZ,1989,caricomg
BLZ,1990,caricomg
BLZ,1991,caricomg
BLZ,1992,caricomg
BLZ,1993,caricomg
BLZ,1994,caricomg
BLZ,1995,caricomg
BLZ,1996,caricomg
BLZ,1997,caricomg
BLZ,1998,caricomg
BLZ,1999,caricomg
BLZ,2000,caricomg
BLZ,2001,caricomg
BLZ,2002,caricomcueia
BLZ,2003,caricomcueia
BLZ,2004,caricomcueia
BLZ,2005,caricomcueia
BLZ,2006,caricomcueia
BLZ,2007,caricomcueia
BLZ,2008,caricomcueia
BLZ,2008,eucariforum
BLZ,2009,caricomcueia
BLZ,2009,eucariforum
BLZ,2010,caricomcueia
BLZ,2010,eucariforum
BLZ,2011,caricomcueia
BLZ,2011,eucariforum
BLZ,2012,caricomcueia
BLZ,2012,eucariforum
BLZ,2013,caricomcueia
BLZ,2013,eucariforum
BLZ,2014,caricomcueia
BLZ,2014,eucariforum
BLZ,2015,caricomcueia
BLZ,2015,eucariforum
BLZ,2016,caricomcueia
BLZ,2016,eucariforum
BLZ,2017,caricomcueia
BLZ,2017,eucariforum
BLZ,2018,caricomcueia
BLZ,2018,eucariforum
BLZ,2019,caricomcueia
BLZ,2019,eucariforum
BLZ,2020,caricomcueia
BLZ,2020,eucariforum
BLZ,2021,caricomcueia
BLZ,2021,eucariforum
BLZ,2021,cariforumgbr
BLZ,2022,caricomcueia
BLZ,2022,eucariforum
BLZ,2022,cariforumgbr
BLZ,2023,caricomcueia
BLZ,2023,eucariforum
BLZ,2023,cariforumgbr
BMU,1968,euoct
BMU,1969,euoct
BMU,1970,euoct
BMU,1971,euoct
BMU,1972,euoct
BMU,1973,euoct
BMU,1974,euoct
BMU,1975,euoct
BMU,1976,euoct
BMU,1977,euoct
BMU,1978,euoct
BMU,1979,euoct
BMU,1980,euoct
BMU,1981,euoct
BMU,1982,euoct
BMU,1983,euoct
BMU,1984,euoct
BMU,1985,euoct
BMU,1986,euoct
BMU,1987,euoct
BMU,1988,euoct
BMU,1989,euoct
BMU,1990,euoct
BMU,1991,euoct
BMU,1992,euoct
BMU,1993,euoct
BMU,1994,euoct
BMU,1995,euoct
BMU,1996,euoct
BMU,1997,euoct
BMU,1998,euoct
BMU,1999,euoct
BMU,2000,euoct
BMU,2001,euoct
BMU,2002,euoct
BMU,2003,euoct
BMU,2004,euoct
BMU,2005,euoct
BMU,2006,euoct
BMU,2007,euoct
BMU,2008,euoct
BMU,2009,euoct
BMU,2010,euoct
BMU,2011,euoct
BMU,2012,euoct
BMU,2013,euoct
BMU,2014,euoct
BMU,2015,euoct
BMU,2016,euoct
BMU,2017,euoct
BMU,2018,euoct
BMU,2019,euoct
BMU,2020,euoct
BMU,2021,euoct
BMU,2022,euoct
BMU,2023,euoct
BOL,1981,laia
BOL,1982,laia
BOL,1983,laia
BOL,1984,laia
BOL,1985,laia
BOL,1986,laia
BOL,1987,laia
BOL,1988,can
BOL,1988,laia
BOL,1989,can
BOL,1989,gstp
BOL,1989,laia
BOL,1990,can
BOL,1990,gstp
BOL,1990,laia
BOL,1991,can
BOL,1991,gstp
BOL,1991,laia
BOL,1992,can
BOL,1992,gstp
BOL,1992,laia
BOL,1993,can
BOL,1993,gstp
BOL,1993,laia
BOL,1994,can
BOL,1994,gstp
BOL,1994,laia
BOL,1995,can
BOL,1995,gstp
BOL,1995,laia
BOL,1996,can
BOL,1996,gstp
BOL,1996,laia
BOL,1997,can
BOL,1997,gstp
BOL,1997,laia
BOL,1998,can
BOL,1998,gstp
BOL,1998,laia
BOL,1999,can
BOL,1999,gstp
BOL,1999,laia
BOL,2000,can
BOL,2000,gstp
BOL,2000,laia
BOL,2001,can
BOL,2001,gstp
BOL,2001,laia
BOL,2002,can
BOL,2002,gstp
BOL,2002,laia
BOL,2003,can
BOL,2003,gstp
BOL,2003,laia
BOL,2004,can
BOL,2004,gstp
BOL,2004,laia
BOL,2005,can
BOL,2005,gstp
BOL,2005,laia
BOL,2006,can
BOL,2006,gstp
BOL,2006,laia
BOL,2007,can
BOL,2007,gstp
BOL,2007,laia
BOL,2008,can
BOL,2008,gstp
BOL,2008,laia
BOL,2009,can
BOL,2009,gstp
BOL,2009,laia
BOL,2010,can
BOL,2010,gstp
BOL,2010,laia
BOL,2010,mexbol
BOL,2011,can
BOL,2011,gstp
BOL,2011,laia
BOL,2011,mexbol
BOL,2012,can
BOL,2012,gstp
BOL,2012,laia
BOL,2012,mexbol
BOL,2013,can
BOL,2013,gstp
BOL,2013,laia
BOL,2013,mexbol
BOL,2014,can
BOL,2014,gstp
BOL,2014,laia
BOL,2014,mexbol
BOL,2015,can
BOL,2015,gstp
BOL,2015,laia
BOL,2015,mexbol
BOL,2016,can
BOL,2016,gstp
BOL,2016,laia
BOL,2016,mexbol
BOL,2017,can
BOL,2017,gstp
BOL,2017,laia
BOL,2017,mexbol
BOL,2018,can
BOL,2018,gstp
BOL,2018,laia
BOL,2018,mexbol
BOL,2019,can
BOL,2019,gstp
BOL,2019,laia
BOL,2019,mexbol
BOL,2020,can
BOL,2020,gstp
BOL,2020,laia
BOL,2020,mexbol
BOL,2021,can
BOL,2021,gstp
BOL,2021,laia
BOL,2021,mexbol
BOL,2022,can
BOL,2022,gstp
BOL,2022,laia
BOL,2022,mexbol
BOL,2023,can
BOL,2023,gstp
BOL,2023,laia
BOL,2023,mexbol
BRA,1961,lafta
BRA,1962,lafta
BRA,1963,lafta
BRA,1964,lafta
BRA,1965,lafta
BRA,1966,lafta
BRA,1967,lafta
BRA,1968,lafta
BRA,1969,lafta
BRA,1970,lafta
BRA,1971,lafta
BRA,1972,lafta
BRA,1973,ptn
BRA,1973,lafta
BRA,1974,ptn
BRA,1974,lafta
BRA,1975,ptn
BRA,1975,lafta
BRA,1976,ptn
BRA,1976,lafta
BRA,1977,ptn
BRA,1977,lafta
BRA,1978,ptn
BRA,1978,lafta
BRA,1979,ptn
BRA,1979,lafta
BRA,1980,ptn
BRA,1981,laia
BRA,1981,ptn
BRA,1982,laia
BRA,1982,ptn
BRA,1983,laia
BRA,1983,ptn
BRA,1984,laia
BRA,1984,ptn
BRA,1985,laia
BRA,1985,ptn
BRA,1986,laia
BRA,1986,ptn
BRA,1987,laia
BRA,1987,ptn
BRA,1988,laia
BRA,1988,ptn
BRA,1989,laia
BRA,1989,ptn
BRA,1990,laia
BRA,1990,ptn
BRA,1991,mercosurg
BRA,1991,gstp
BRA,1991,laia
BRA,1991,ptn
BRA,1992,mercosurg
BRA,1992,gstp
BRA,1992,laia
BRA,1992,ptn
BRA,1993,mercosurg
BRA,1993,gstp
BRA,1993,laia
BRA,1993,ptn
BRA,1994,mercosurg
BRA,1994,gstp
BRA,1994,laia
BRA,1994,ptn
BRA,1995,mercosurg
BRA,1995,gstp
BRA,1995,laia
BRA,1995,ptn
BRA,1996,mercosurg
BRA,1996,gstp
BRA,1996,laia
BRA,1996,ptn
BRA,1997,mercosurg
BRA,1997,gstp
BRA,1997,laia
BRA,1997,ptn
BRA,1998,mercosurg
BRA,1998,gstp
BRA,1998,laia
BRA,1998,ptn
BRA,1999,mercosurg
BRA,1999,gstp
BRA,1999,laia
BRA,1999,ptn
BRA,2000,mercosurg
BRA,2000,gstp
BRA,2000,laia
BRA,2000,ptn
BRA,2001,mercosurg
BRA,2001,gstp
BRA,2001,laia
BRA,2001,ptn
BRA,2002,mercosurg
BRA,2002,gstp
BRA,2002,laia
BRA,2002,ptn
BRA,2003,mercosurg
BRA,2003,gstp
BRA,2003,laia
BRA,2003,bramex
BRA,2003,ptn
BRA,2004,mercosurg
BRA,2004,gstp
BRA,2004,laia
BRA,2004,bramex
BRA,2004,ptn
BRA,2005,mercosurg
BRA,2005,mercosurs
BRA,2005,gstp
BRA,2005,laia
BRA,2005,bramex
BRA,2005,ptn
BRA,2006,mercosurs
BRA,2006,gstp
BRA,2006,laia
BRA,2006,bramex
BRA,2006,ptn
BRA,2007,mercosurs
BRA,2007,gstp
BRA,2007,laia
BRA,2007,bramex
BRA,2007,ptn
BRA,2008,mercosurs
BRA,2008,gstp
BRA,2008,laia
BRA,2008,bramex
BRA,2008,ptn
BRA,2009,mercosurs
BRA,2009,gstp
BRA,2009,laia
BRA,2009,bramex
BRA,2009,mercosurind
BRA,2009,ptn
BRA,2009,mercosurisr
BRA,2010,mercosurs
BRA,2010,gstp
BRA,2010,laia
BRA,2010,bramex
BRA,2010,mercosurind
BRA,2010,ptn
BRA,2010,mercosurisr
BRA,2011,mercosurs
BRA,2011,gstp
BRA,2011,laia
BRA,2011,bramex
BRA,2011,mercosurind
BRA,2011,ptn
BRA,2011,mercosurisr
BRA,2012,mercosurs
BRA,2012,gstp
BRA,2012,laia
BRA,2012,bramex
BRA,2012,mercosurind
BRA,2012,ptn
BRA,2012,mercosurisr
BRA,2013,mercosurs
BRA,2013,gstp
BRA,2013,laia
BRA,2013,bramex
BRA,2013,mercosurind
BRA,2013,ptn
BRA,2013,mercosurisr
BRA,2014,mercosurs
BRA,2014,gstp
BRA,2014,laia
BRA,2014,bramex
BRA,2014,mercosurind
BRA,2014,ptn
BRA,2014,mercosurisr
BRA,2015,mercosurs
BRA,2015,gstp
BRA,2015,laia
BRA,2015,bramex
BRA,2015,mercosurind
BRA,2015,ptn
BRA,2015,mercosurisr
BRA,2016,mercosurs
BRA,2016,gstp
BRA,2016,laia
BRA,2016,bramex
BRA,2016,mercosurind
BRA,2016,ptn
BRA,2016,mercosursacu
BRA,2016,argbra
BRA,2016,mercosurmex
BRA,2016,mercosurisr
BRA,2017,mercosurs
BRA,2017,gstp
BRA,2017,laia
BRA,2017,bramex
BRA,2017,mercosurind
BRA,2017,ptn
BRA,2017,mercosuregy
BRA,2017,mercosursacu
BRA,2017,argbra
BRA,2017,mercosurmex
BRA,2017,mercosurchl
BRA,2017,mercosurisr
BRA,2018,mercosurs
BRA,2018,gstp
BRA,2018,laia
BRA,2018,bramex
BRA,2018,mercosurind
BRA,2018,ptn
BRA,2018,mercosuregy
BRA,2018,mercosursacu
BRA,2018,argbra
BRA,2018,mercosurmex
BRA,2018,mercosurchl
BRA,2018,mercosurisr
BRA,2019,mercosurs
BRA,2019,gstp
BRA,2019,laia
BRA,2019,bramex
BRA,2019,mercosurind
BRA,2019,ptn
BRA,2019,mercosuregy
BRA,2019,mercosursacu
BRA,2019,argbra
BRA,2019,mercosurmex
BRA,2019,mercosurchl
BRA,2019,mercosurisr
BRA,2020,mercosurs
BRA,2020,gstp
BRA,2020,laia
BRA,2020,bramex
BRA,2020,mercosurind
BRA,2020,ptn
BRA,2020,mercosuregy
BRA,2020,mercosursacu
BRA,2020,argbra
BRA,2020,mercosurmex
BRA,2020,mercosurchl
BRA,2020,mercosurisr
BRA,2021,mercosurs
BRA,2021,gstp
BRA,2021,laia
BRA,2021,bramex
BRA,2021,mercosurind
BRA,2021,ptn
BRA,2021,mercosuregy
BRA,2021,mercosursacu
BRA,2021,argbra
BRA,2021,mercosurmex
BRA,2021,mercosurchl
BRA,2021,mercosurisr
BRA,2022,mercosurs
BRA,2022,gstp
BRA,2022,laia
BRA,2022,bramex
BRA,2022,mercosurind
BRA,2022,ptn
BRA,2022,mercosuregy
BRA,2022,mercosursacu
BRA,2022,argbra
BRA,2022,mercosurmex
BRA,2022,mercosurchl
BRA,2022,mercosurisr
BRA,2023,mercosurs
BRA,2023,gstp
BRA,2023,laia
BRA,2023,bramex
BRA,2023,mercosurind
BRA,2023,ptn
BRA,2023,mercosuregy
BRA,2023,mercosursacu
BRA,2023,argbra
BRA,2023,mercosurmex
BRA,2023,mercosurchl
BRA,2023,mercosurisr
BRB,1968,carifta
BRB,1969,carifta
BRB,1970,carifta
BRB,1971,carifta
BRB,1972,carifta
BRB,1973,caricomg
BRB,1973,carifta
BRB,1974,caricomg
BRB,1975,caricomg
BRB,1976,caricomg
BRB,1977,caricomg
BRB,1978,caricomg
BRB,1979,caricomg
BRB,1980,caricomg
BRB,1981,caricomg
BRB,1982,caricomg
BRB,1983,caricomg
BRB,1984,caricomg
BRB,1985,caricomg
BRB,1986,caricomg
BRB,1987,caricomg
BRB,1988,caricomg
BRB,1989,caricomg
BRB,1990,caricomg
BRB,1991,caricomg
BRB,1992,caricomg
BRB,1993,caricomg
BRB,1994,caricomg
BRB,1995,caricomg
BRB,1996,caricomg
BRB,1997,caricomg
BRB,1998,caricomg
BRB,1999,caricomg
BRB,2000,caricomg
BRB,2001,caricomg
BRB,2002,caricomcueia
BRB,2003,caricomcueia
BRB,2004,caricomcueia
BRB,2005,caricomcueia
BRB,2006,caricomcueia
BRB,2007,caricomcueia
BRB,2008,caricomcueia
BRB,2008,eucariforum
BRB,2009,caricomcueia
BRB,2009,eucariforum
BRB,2010,caricomcueia
BRB,2010,eucariforum
BRB,2011,caricomcueia
BRB,2011,eucariforum
BRB,2012,caricomcueia
BRB,2012,eucariforum
BRB,2013,caricomcueia
BRB,2013,eucariforum
BRB,2014,caricomcueia
BRB,2014,eucariforum
BRB,2015,caricomcueia
BRB,2015,eucariforum
BRB,2016,caricomcueia
BRB,2016,eucariforum
BRB,2017,caricomcueia
BRB,2017,eucariforum
BRB,2018,caricomcueia
BRB,2018,eucariforum
BRB,2019,caricomcueia
BRB,2019,eucariforum
BRB,2020,caricomcueia
BRB,2020,eucariforum
BRB,2021,caricomcueia
BRB,2021,eucariforum
BRB,2021,cariforumgbr
BRB,2022,caricomcueia
BRB,2022,eucariforum
BRB,2022,cariforumgbr
BRB,2023,caricomcueia
BRB,2023,eucariforum
BRB,2023,cariforumgbr
BRN,1992,afta
BRN,1993,afta
BRN,1994,afta
BRN,1995,afta
BRN,1996,afta
BRN,1997,afta
BRN,1998,afta
BRN,1998,aftas
BRN,1999,afta
BRN,1999,aftas
BRN,2000,afta
BRN,2000,aftas
BRN,2001,afta
BRN,2001,aftas
BRN,2002,afta
BRN,2002,aftas
BRN,2003,afta
BRN,2003,aftas
BRN,2004,afta
BRN,2004,aftas
BRN,2005,afta
BRN,2005,aftas
BRN,2005,aftagchn
BRN,2006,afta
BRN,2006,aftas
BRN,2006,aftagchn
BRN,2006,tpsep
BRN,2007,afta
BRN,2007,aftas
BRN,2007,aftaschn
BRN,2007,tpsep
BRN,2008,afta
BRN,2008,aftas
BRN,2008,aftajpn
BRN,2008,aftaschn
BRN,2008,brnjpn
BRN,2008,tpsep
BRN,2009,afta
BRN,2009,aftas
BRN,2009,aftajpn
BRN,2009,aftakors
BRN,2009,aftaschn
BRN,2009,brnjpn
BRN,2009,tpsep
BRN,2010,afta
BRN,2010,aftas
BRN,2010,asean
BRN,2010,aftajpn
BRN,2010,aftakors
BRN,2010,aseankor
BRN,2010,aftaschn
BRN,2010,aseanausnzl
BRN,2010,brnjpn
BRN,2010,tpsep
BRN,2010,aseanindg
BRN,2011,asean
BRN,2011,aseankor
BRN,2011,aseanchn
BRN,2011,aseanausnzl
BRN,2011,brnjpn
BRN,2011,tpsep
BRN,2011,aseanindg
BRN,2012,asean
BRN,2012,aseankor
BRN,2012,aseanchn
BRN,2012,aseanausnzl
BRN,2012,brnjpn
BRN,2012,tpsep
BRN,2012,aseanindg
BRN,2013,asean
BRN,2013,aseankor
BRN,2013,aseanchn
BRN,2013,aseanausnzl
BRN,2013,brnjpn
BRN,2013,tpsep
BRN,2013,aseanindg
BRN,2014,asean
BRN,2014,aseankor
BRN,2014,aseanchn
BRN,2014,aseanausnzl
BRN,2014,brnjpn
BRN,2014,tpsep
BRN,2014,aseanindg
BRN,2015,asean
BRN,2015,aseankor
BRN,2015,aseanchn
BRN,2015,aseanausnzl
BRN,2015,brnjpn
BRN,2015,tpsep
BRN,2015,aseaninds
BRN,2016,asean
BRN,2016,aseankor
BRN,2016,aseanchn
BRN,2016,aseanausnzl
BRN,2016,brnjpn
BRN,2016,tpsep
BRN,2016,aseaninds
BRN,2017,asean
BRN,2017,aseankor
BRN,2017,aseanchn
BRN,2017,aseanausnzl
BRN,2017,brnjpn
BRN,2017,tpsep
BRN,2017,aseaninds
BRN,2018,asean
BRN,2018,aseankor
BRN,2018,aseanchn
BRN,2018,aseanausnzl
BRN,2018,brnjpn
BRN,2018,tpsep
BRN,2018,aseaninds
BRN,2019,asean
BRN,2019,aseankor
BRN,2019,aseanchn
BRN,2019,aseanausnzl
BRN,2019,brnjpn
BRN,2019,tpsep
BRN,2019,aseaninds
BRN,2020,asean
BRN,2020,aseankor
BRN,2020,aseanchn
BRN,2020,aseanausnzl
BRN,2020,brnjpn
BRN,2020,tpsep
BRN,2020,aseaninds
BRN,2020,aseanjpn
BRN,2020,aseanhkg
BRN,2021,asean
BRN,2021,aseankor
BRN,2021,aseanchn
BRN,2021,aseanausnzl
BRN,2021,brnjpn
BRN,2021,tpsep
BRN,2021,aseaninds
BRN,2021,aseanjpn
BRN,2021,aseanhkg
BRN,2021,atisa
BRN,2022,asean
BRN,2022,aseankor
BRN,2022,aseanchn
BRN,2022,aseanausnzl
BRN,2022,brnjpn
BRN,2022,tpsep
BRN,2022,aseaninds
BRN,2022,aseanjpn
BRN,2022,aseanhkg
BRN,2022,atisa
BRN,2023,asean
BRN,2023,aseankor
BRN,2023,aseanchn
BRN,2023,aseanausnzl
BRN,2023,brnjpn
BRN,2023,tpsep
BRN,2023,aseaninds
BRN,2023,aseanjpn
BRN,2023,aseanhkg
BRN,2023,atisa
BTN,1995,sapta
BTN,1996,sapta
BTN,1997,sapta
BTN,1998,sapta
BTN,1999,sapta
BTN,2000,sapta
BTN,2001,sapta
BTN,2002,sapta
BTN,2003,sapta
BTN,2004,sapta
BTN,2005,sapta
BTN,2006,indbtn
BTN,2006,safta
BTN,2006,sapta
BTN,2007,indbtn
BTN,2007,safta
BTN,2007,sapta
BTN,2008,indbtn
BTN,2008,safta
BTN,2008,sapta
BTN,2009,indbtn
BTN,2009,safta
BTN,2009,sapta
BTN,2010,indbtn
BTN,2010,safta
BTN,2010,sapta
BTN,2011,indbtn
BTN,2011,safta
BTN,2011,sapta
BTN,2012,indbtn
BTN,2012,safta
BTN,2012,sapta
BTN,2013,indbtn
BTN,2013,safta
BTN,2013,sapta
BTN,2014,indbtn
BTN,2014,safta
BTN,2014,sapta
BTN,2015,indbtn
BTN,2015,safta
BTN,2015,sapta
BTN,2016,indbtn
BTN,2016,safta
BTN,2016,sapta
BTN,2017,indbtn
BTN,2017,safta
BTN,2017,sapta
BTN,2018,indbtn
BTN,2018,safta
BTN,2018,sapta
BTN,2019,indbtn
BTN,2019,safta
BTN,2019,sapta
BTN,2020,indbtn
BTN,2020,safta
BTN,2020,sapta
BTN,2021,indbtn
BTN,2021,safta
BTN,2021,sapta
BTN,2022,indbtn
BTN,2022,safta
BTN,2022,sapta
BTN,2023,indbtn
BTN,2023,safta
BTN,2023,sapta
BWA,2000,sadc
BWA,2001,sadc
BWA,2002,sadc
BWA,2003,sadc
BWA,2004,sacu
BWA,2004,sadc
BWA,2005,sacu
BWA,2005,sadc
BWA,2006,sacu
BWA,2006,sadc
BWA,2007,sacu
BWA,2007,sadc
BWA,2008,sacu
BWA,2008,eftasacu
BWA,2008,sadc
BWA,2009,sacu
BWA,2009,eftasacu
BWA,2009,sadc
BWA,2010,sacu
BWA,2010,eftasacu
BWA,2010,sadc
BWA,2011,sacu
BWA,2011,eftasacu
BWA,2011,sadc
BWA,2012,sacu
BWA,2012,eftasacu
BWA,2012,sadc
BWA,2013,sacu
BWA,2013,eftasacu
BWA,2013,sadc
BWA,2014,sacu
BWA,2014,eftasacu
BWA,2014,sadc
BWA,2015,sacu
BWA,2015,eftasacu
BWA,2015,sadc
BWA,2016,sacu
BWA,2016,eftasacu
BWA,2016,sadc
BWA,2016,mercosursacu
BWA,2016,eusadc
BWA,2017,sacu
BWA,2017,eftasacu
BWA,2017,sadc
BWA,2017,mercosursacu
BWA,2017,eusadc
BWA,2018,sacu
BWA,2018,eftasacu
BWA,2018,sadc
BWA,2018,mercosursacu
BWA,2018,eusadc
BWA,2019,sacu
BWA,2019,eftasacu
BWA,2019,sadc
BWA,2019,mercosursacu
BWA,2019,eusadc
BWA,2020,sacu
BWA,2020,eftasacu
BWA,2020,sadc
BWA,2020,mercosursacu
BWA,2020,eusadc
BWA,2021,sacu
BWA,2021,eftasacu
BWA,2021,sadc
BWA,2021,mercosursacu
BWA,2021,eusadc
BWA,2021,gbrsacum
BWA,2022,sacu
BWA,2022,eftasacu
BWA,2022,sadc
BWA,2022,mercosursacu
BWA,2022,eusadc
BWA,2022,gbrsacum
BWA,2023,sacu
BWA,2023,eftasacu
BWA,2023,sadc
BWA,2023,mercosursacu
BWA,2023,eusadc
BWA,2023,gbrsacum
CAF,1962,eqcmr
CAF,1963,eqcmr
CAF,1964,eqcmr
CAF,1999,cemac
CAF,2000,cemac
CAF,2001,cemac
CAF,2002,cemac
CAF,2003,cemac
CAF,2004,cemac
CAF,2005,cemac
CAF,2006,cemac
CAF,2007,cemac
CAF,2008,cemac
CAF,2009,cemac
CAF,2010,cemac
CAF,2011,cemac
CAF,2012,cemac
CAF,2013,cemac
CAF,2014,cemac
CAF,2015,cemac
CAF,2016,cemac
CAF,2017,cemac
CAF,2018,cemac
CAF,2019,cemac
CAF,2020,cemac
CAF,2021,cemac
CAF,2022,cemac
CAF,2023,cemac
CAN,1989,cusfta
CAN,1990,cusfta
CAN,1991,cusfta
CAN,1992,cusfta
CAN,1993,cusfta
CAN,1994,nafta
CAN,1995,nafta
CAN,1996,nafta
CAN,1997,canisr
CAN,1997,canchl
CAN,1997,nafta
CAN,1998,canisr
CAN,1998,canchl
CAN,1998,nafta
CAN,1999,canisr
CAN,1999,canchl
CAN,1999,nafta
CAN,2000,canisr
CAN,2000,canchl
CAN,2000,nafta
CAN,2001,canisr
CAN,2001,canchl
CAN,2001,nafta
CAN,2002,cancri
CAN,2002,canisr
CAN,2002,canchl
CAN,2002,nafta
CAN,2003,cancri
CAN,2003,canisr
CAN,2003,canchl
CAN,2003,nafta
CAN,2004,cancri
CAN,2004,canisr
CAN,2004,canchl
CAN,2004,nafta
CAN,2005,cancri
CAN,2005,canisr
CAN,2005,canchl
CAN,2005,nafta
CAN,2006,cancri
CAN,2006,canisr
CAN,2006,canchl
CAN,2006,nafta
CAN,2007,cancri
CAN,2007,canisr
CAN,2007,canchl
CAN,2007,nafta
CAN,2008,cancri
CAN,2008,canisr
CAN,2008,canchl
CAN,2008,nafta
CAN,2009,cancri
CAN,2009,canisr
CAN,2009,eftacan
CAN,2009,canchl
CAN,2009,canper
CAN,2009,nafta
CAN,2010,cancri
CAN,2010,canisr
CAN,2010,eftacan
CAN,2010,canchl
CAN,2010,canper
CAN,2010,nafta
CAN,2011,cancri
CAN,2011,canisr
CAN,2011,eftacan
CAN,2011,canchl
CAN,2011,cancol
CAN,2011,canper
CAN,2011,nafta
CAN,2012,cancri
CAN,2012,canjor
CAN,2012,canisr
CAN,2012,eftacan
CAN,2012,canchl
CAN,2012,cancol
CAN,2012,canper
CAN,2012,nafta
CAN,2013,cancri
CAN,2013,canjor
CAN,2013,canisr
CAN,2013,eftacan
CAN,2013,canchl
CAN,2013,cancol
CAN,2013,canpan
CAN,2013,canper
CAN,2013,nafta
CAN,2014,cancri
CAN,2014,canjor
CAN,2014,canisr
CAN,2014,eftacan
CAN,2014,canchl
CAN,2014,cancol
CAN,2014,canpan
CAN,2014,canper
CAN,2014,canhnd
CAN,2014,nafta
CAN,2015,cancri
CAN,2015,canjor
CAN,2015,canisr
CAN,2015,eftacan
CAN,2015,canchl
CAN,2015,cancol
CAN,2015,canpan
CAN,2015,canper
CAN,2015,canhnd
CAN,2015,cankor
CAN,2015,nafta
CAN,2016,cancri
CAN,2016,canjor
CAN,2016,canisr
CAN,2016,eftacan
CAN,2016,canchl
CAN,2016,cancol
CAN,2016,canpan
CAN,2016,canper
CAN,2016,canhnd
CAN,2016,cankor
CAN,2016,nafta
CAN,2017,cancri
CAN,2017,canjor
CAN,2017,canisr
CAN,2017,eftacan
CAN,2017,canchl
CAN,2017,cancol
