ISO3,year
EGY,1965
EGY,1966
EGY,1967
EGY,1968
EGY,1969
EGY,1970
EGY,1971
EGY,1972
EGY,1973
EGY,1974
EGY,1975
EGY,1976
EGY,1977
EGY,1978
EGY,1979
EGY,1980
EGY,1981
EGY,1982
EGY,1983
EGY,1984
EGY,1985
EGY,1986
EGY,1987
EGY,1988
EGY,1989
EGY,1990
EGY,1991
EGY,1992
EGY,1993
EGY,1994
EGY,1995
EGY,1996
EGY,1997
EGY,1998
EGY,1999
EGY,2000
EGY,2001
EGY,2002
EGY,2003
EGY,2004
EGY,2005
EGY,2006
EGY,2007
EGY,2008
EGY,2009
EGY,2010
EGY,2011
EGY,2012
EGY,2013
EGY,2014
EGY,2015
EGY,2016
EGY,2017
EGY,2018
EGY,2019
EGY,2020
EGY,2021
EGY,2022
EGY,2023
EGY,2024
ERI,1995
ERI,1996
ERI,1997
ERI,1998
ERI,1999
ERI,2000
ERI,2001
ERI,2002
ERI,2003
ERI,2004
ERI,2005
ERI,2006
ERI,2007
ERI,2008
ERI,2009
ERI,2010
ERI,2011
ERI,2012
ERI,2013
ERI,2014
ERI,2015
ERI,2016
ERI,2017
ERI,2018
ERI,2019
ERI,2020
ERI,2021
ERI,2022
ERI,2023
ERI,2024
ESP,1960
ESP,1961
ESP,1962
ESP,1963
ESP,1964
ESP,1965
ESP,1966
ESP,1967
ESP,1968
ESP,1969
ESP,1970
ESP,1971
ESP,1972
ESP,1973
ESP,1974
ESP,1975
ESP,1976
ESP,1977
ESP,1978
ESP,1979
ESP,1980
ESP,1981
ESP,1982
ESP,1983
ESP,1984
ESP,1985
ESP,1986
ESP,1987
ESP,1988
ESP,1989
ESP,1990
ESP,1991
ESP,1992
ESP,1993
ESP,1994
ESP,1995
ESP,1996
ESP,1997
ESP,1998
ESP,1999
ESP,2000
ESP,2001
ESP,2002
ESP,2003
ESP,2004
ESP,2005
ESP,2006
ESP,2007
ESP,2008
ESP,2009
ESP,2010
ESP,2011
ESP,2012
ESP,2013
ESP,2014
ESP,2015
ESP,2016
ESP,2017
ESP,2018
ESP,2019
ESP,2020
ESP,2021
ESP,2022
ESP,2023
ESP,2024
ETH,1967
ETH,1968
ETH,1969
ETH,1970
ETH,1971
ETH,1972
ETH,1973
ETH,1974
ETH,1975
ETH,1976
ETH,1977
ETH,1978
ETH,1979
ETH,1980
ETH,1981
ETH,1982
ETH,1983
ETH,1984
ETH,1985
ETH,1986
ETH,1987
ETH,1988
ETH,1989
ETH,1990
ETH,1991
ETH,1992
ETH,1993
ETH,1994
ETH,1995
ETH,1996
ETH,1997
ETH,1998
ETH,1999
ETH,2000
ETH,2001
ETH,2002
ETH,2003
ETH,2004
ETH,2005
ETH,2006
ETH,2007
ETH,2008
ETH,2009
ETH,2010
ETH,2011
ETH,2012
ETH,2013
ETH,2014
ETH,2015
ETH,2016
ETH,2017
ETH,2018
ETH,2019
ETH,2020
ETH,2021
ETH,2022
ETH,2023
ETH,2024
FIN,1960
FIN,1961
FIN,1962
FIN,1963
FIN,1964
FIN,1965
FIN,1966
FIN,1967
FIN,1968
FIN,1969
FIN,1970
FIN,1971
FIN,1972
FIN,1973
FIN,1974
FIN,1975
FIN,1976
FIN,1977
FIN,1978
FIN,1979
FIN,1980
FIN,1981
FIN,1982
FIN,1983
FIN,1984
FIN,1985
FIN,1986
FIN,1987
FIN,1988
FIN,1989
FIN,1990
FIN,1991
FIN,1992
FIN,1993
FIN,1994
FIN,1995
FIN,1996
FIN,1997
FIN,1998
FIN,1999
FIN,2000
FIN,2001
FIN,2002
FIN,2003
FIN,2004
FIN,2005
FIN,2006
FIN,2007
FIN,2008
FIN,2009
FIN,2010
FIN,2011
FIN,2012
FIN,2013
FIN,2014
FIN,2015
FIN,2016
FIN,2017
FIN,2018
FIN,2019
FIN,2020
FIN,2021
FIN,2022
FIN,2023
FIN,2024
FRA,1960
FRA,1961
FRA,1962
FRA,1963
FRA,1964
FRA,1965
FRA,1966
FRA,1967
FRA,1968
FRA,1969
FRA,1970
FRA,1971
FRA,1972
FRA,1973
FRA,1974
FRA,1975
FRA,1976
FRA,1977
FRA,1978
FRA,1979
FRA,1980
FRA,1981
FRA,1982
FRA,1983
FRA,1984
FRA,1985
FRA,1986
FRA,1987
FRA,1988
FRA,1989
FRA,1990
FRA,1991
FRA,1992
FRA,1993
FRA,1994
FRA,1995
FRA,1996
FRA,1997
FRA,1998
FRA,1999
FRA,2000
FRA,2001
FRA,2002
FRA,2003
FRA,2004
FRA,2005
FRA,2006
FRA,2007
FRA,2008
FRA,2009
FRA,2010
FRA,2011
FRA,2012
FRA,2013
FRA,2014
FRA,2015
FRA,2016
FRA,2017
FRA,2018
FRA,2019
FRA,2020
FRA,2021
FRA,2022
FRA,2023
FRA,2024
GAB,2015
GAB,2016
GAB,2017
GAB,2018
GAB,2019
GAB,2020
GAB,2021
GAB,2022
GAB,2023
GAB,2024
GBR,1960
GBR,1961
GBR,1962
GBR,1963
GBR,1964
GBR,1965
GBR,1966
GBR,1967
GBR,1968
GBR,1969
GBR,1970
GBR,1971
GBR,1972
GBR,1973
GBR,1974
GBR,1975
GBR,1976
GBR,1977
GBR,1978
GBR,1979
GBR,1980
GBR,1981
GBR,1982
GBR,1983
GBR,1984
GBR,1985
GBR,1986
GBR,1987
GBR,1988
GBR,1989
GBR,1990
GBR,1991
GBR,1992
GBR,1993
GBR,1994
GBR,1995
GBR,1996
GBR,1997
GBR,1998
GBR,1999
GBR,2000
GBR,2001
GBR,2002
GBR,2003
GBR,2004
GBR,2005
GBR,2006
GBR,2007
GBR,2008
GBR,2009
GBR,2010
GBR,2011
GBR,2012
GBR,2013
GBR,2014
GBR,2015
GBR,2016
GBR,2017
GBR,2018
GBR,2019
GBR,2020
GBR,2021
GBR,2022
GBR,2023
GBR,2024
GEO,1993
GEO,1994
GEO,1995
GEO,1996
GEO,1997
GEO,1998
GEO,1999
GEO,2000
GEO,2001
GEO,2002
GEO,2003
GEO,2004
GEO,2005
GEO,2006
GEO,2007
GEO,2008
GEO,2009
GEO,2010
GEO,2011
GEO,2012
GEO,2013
GEO,2014
GEO,2015
GEO,2016
GEO,2017
GEO,2018
GEO,2019
GEO,2020
GEO,2021
GEO,2022
GEO,2023
GEO,2024
GHA,1960
GHA,1961
GHA,1962
GHA,1963
GHA,1964
GHA,1965
GHA,1966
GHA,1967
GHA,1968
GHA,1969
GHA,1970
GHA,1971
GHA,1972
GHA,1973
GHA,1974
GHA,1975
GHA,1976
GHA,1977
GHA,1978
GHA,1979
GHA,1980
GHA,1981
GHA,1982
GHA,1983
GHA,1984
GHA,1985
GHA,1986
GHA,1987
GHA,1988
GHA,1989
GHA,1990
GHA,1991
GHA,1992
GHA,1993
GHA,1994
GHA,1995
GHA,1996
GHA,1997
GHA,1998
GHA,1999
GHA,2000
GHA,2001
GHA,2002
GHA,2003
GHA,2004
GHA,2005
GHA,2006
GHA,2007
GHA,2008
GHA,2009
GHA,2010
GHA,2011
GHA,2012
GHA,2013
GHA,2014
GHA,2015
GHA,2016
GHA,2017
GHA,2018
GHA,2019
GHA,2020
GHA,2021
GHA,2022
GHA,2023
GHA,2024
GIN,1972
GIN,1973
GIN,1974
GIN,1975
GIN,1976
GIN,1977
GIN,1978
GIN,1979
GIN,1980
GIN,1981
GIN,1982
GIN,1983
GIN,1984
GIN,1985
GIN,1986
GIN,1987
GIN,1988
GIN,1989
GIN,1990
GIN,1991
GIN,1992
GIN,1993
GIN,1994
GIN,1995
GIN,1996
GIN,1997
GIN,1998
GIN,1999
GIN,2000
GIN,2001
GIN,2002
GIN,2003
GIN,2004
GIN,2005
GIN,2006
GIN,2007
GIN,2008
GIN,2009
GIN,2010
GIN,2011
GIN,2012
GIN,2013
GIN,2014
GIN,2015
GIN,2016
GIN,2017
GIN,2018
GIN,2019
GIN,2020
GIN,2021
GIN,2022
GIN,2023
GIN,2024
GMB,2012
GMB,2013
GMB,2014
GMB,2015
GMB,2016
GMB,2017
GMB,2018
GMB,2019
GMB,2020
GMB,2021
GMB,2022
GMB,2023
GMB,2024
GNB,2020
GNB,2021
GNB,2022
GNB,2023
GNB,2024
GRC,1960
GRC,1961
GRC,1962
GRC,1963
GRC,1964
GRC,1965
GRC,1966
GRC,1967
GRC,1968
GRC,1969
GRC,1970
GRC,1971
GRC,1972
GRC,1973
GRC,1974
GRC,1975
GRC,1976
GRC,1977
GRC,1978
GRC,1979
GRC,1980
GRC,1981
GRC,1982
GRC,1983
GRC,1984
GRC,1985
GRC,1986
GRC,1987
GRC,1988
GRC,1989
GRC,1990
GRC,1991
GRC,1992
GRC,1993
GRC,1994
GRC,1995
GRC,1996
GRC,1997
GRC,1998
GRC,1999
GRC,2000
GRC,2001
GRC,2002
GRC,2003
GRC,2004
GRC,2005
GRC,2006
GRC,2007
GRC,2008
GRC,2009
GRC,2010
GRC,2011
GRC,2012
GRC,2013
GRC,2014
GRC,2015
GRC,2016
GRC,2017
GRC,2018
GRC,2019
GRC,2020
GRC,2021
GRC,2022
GRC,2023
GRC,2024
GTM,1960
GTM,1961
GTM,1962
GTM,1963
GTM,1964
GTM,1965
GTM,1966
GTM,1967
GTM,1968
GTM,1969
GTM,1970
GTM,1971
GTM,1972
GTM,1973
GTM,1974
GTM,1975
GTM,1976
GTM,1977
GTM,1978
GTM,1979
GTM,1980
GTM,1981
GTM,1982
GTM,1983
GTM,1984
GTM,1985
GTM,1986
GTM,1987
GTM,1988
GTM,1989
GTM,1990
GTM,1991
GTM,1992
GTM,1993
GTM,1994
GTM,1995
GTM,1996
GTM,1997
GTM,1998
GTM,1999
GTM,2000
GTM,2001
GTM,2002
GTM,2003
GTM,2004
GTM,2005
GTM,2006
GTM,2007
GTM,2008
GTM,2009
GTM,2010
GTM,2011
GTM,2012
GTM,2013
GTM,2014
GTM,2015
GTM,2016
GTM,2017
GTM,2018
GTM,2019
GTM,2020
GTM,2021
GTM,2022
GTM,2023
GTM,2024
HKG,1961
HKG,1962
HKG,1963
HKG,1964
HKG,1965
HKG,1966
HKG,1967
HKG,1968
HKG,1969
HKG,1970
HKG,1971
HKG,1972
HKG,1973
HKG,1974
HKG,1975
HKG,1976
HKG,1977
HKG,1978
HKG,1979
HKG,1980
HKG,1981
HKG,1982
HKG,1983
HKG,1984
HKG,1985
HKG,1986
HKG,1987
HKG,1988
HKG,1989
HKG,1990
HKG,1991
HKG,1992
HKG,1993
HKG,1994
HKG,1995
HKG,1996
HKG,1997
HKG,1998
HKG,1999
HKG,2000
HKG,2001
HKG,2002
HKG,2003
HKG,2004
HKG,2005
HKG,2006
HKG,2007
HKG,2008
HKG,2009
HKG,2010
HKG,2011
HKG,2012
HKG,2013
HKG,2014
HKG,2015
HKG,2016
HKG,2017
HKG,2018
HKG,2019
HKG,2020
HKG,2021
HKG,2022
HKG,2023
HKG,2024
HND,1960
HND,1961
HND,1962
HND,1963
HND,1964
HND,1965
HND,1966
HND,1967
HND,1968
HND,1969
HND,1970
HND,1971
HND,1972
HND,1973
HND,1974
HND,1975
HND,1976
HND,1977
HND,1978
HND,1979
HND,1980
HND,1981
HND,1982
HND,1983
HND,1984
HND,1985
HND,1986
HND,1987
HND,1988
HND,1989
HND,1990
HND,1991
HND,1992
HND,1993
HND,1994
HND,1995
HND,1996
HND,1997
HND,1998
HND,1999
HND,2000
HND,2001
HND,2002
HND,2003
HND,2004
HND,2005
HND,2006
HND,2007
HND,2008
HND,2009
HND,2010
HND,2011
HND,2012
HND,2013
HND,2014
HND,2015
HND,2016
HND,2017
HND,2018
HND,2019
HND,2020
HND,2021
HND,2022
HND,2023
HND,2024
HRV,1992
HRV,1993
HRV,1994
HRV,1995
HRV,1996
HRV,1997
HRV,1998
HRV,1999
HRV,2000
HRV,2001
HRV,2002
HRV,2003
HRV,2004
HRV,2005
HRV,2006
HRV,2007
HRV,2008
HRV,2009
HRV,2010
HRV,2011
HRV,2012
HRV,2013
HRV,2014
HRV,2015
HRV,2016
HRV,2017
HRV,2018
HRV,2019
HRV,2020
HRV,2021
HRV,2022
HRV,2023
HRV,2024
HTI,1961
HTI,1962
HTI,1963
HTI,1964
HTI,1965
HTI,1966
HTI,1967
HTI,1968
HTI,1969
HTI,1970
HTI,1971
HTI,1972
HTI,1973
HTI,1974
HTI,1975
HTI,1976
HTI,1977
HTI,1978
HTI,1979
HTI,1980
HTI,1981
HTI,1982
HTI,1983
HTI,1984
HTI,1985
HTI,1986
HTI,1987
HTI,1988
HTI,1989
HTI,1990
HTI,1991
HTI,1992
HTI,1993
HTI,1994
HTI,1995
HTI,1996
HTI,1997
HTI,1998
HTI,1999
HTI,2000
HTI,2001
HTI,2002
HTI,2003
HTI,2004
HTI,2005
HTI,2006
HTI,2007
HTI,2008
HTI,2009
HTI,2010
HTI,2011
HTI,2012
HTI,2013
HTI,2014
HTI,2015
HTI,2016
HTI,2017
HTI,2018
HTI,2019
HTI,2020
HTI,2021
HTI,2022
HTI,2023
HTI,2024
HUN,1960
HUN,1961
HUN,1962
HUN,1963
HUN,1964
HUN,1965
HUN,1966
HUN,1967
HUN,1968
HUN,1969
HUN,1970
HUN,1971
HUN,1972
HUN,1973
HUN,1974
HUN,1975
HUN,1976
HUN,1977
HUN,1978
HUN,1979
HUN,1980
HUN,1981
HUN,1982
HUN,1983
HUN,1984
HUN,1985
HUN,1986
HUN,1987
HUN,1988
HUN,1989
HUN,1990
HUN,1991
HUN,1992
HUN,1993
HUN,1994
HUN,1995
HUN,1996
HUN,1997
HUN,1998
HUN,1999
HUN,2000
HUN,2001
HUN,2002
HUN,2003
HUN,2004
HUN,2005
HUN,2006
HUN,2007
HUN,2008
HUN,2009
HUN,2010
HUN,2011
HUN,2012
HUN,2013
HUN,2014
HUN,2015
HUN,2016
HUN,2017
HUN,2018
HUN,2019
HUN,2020
HUN,2021
HUN,2022
HUN,2023
HUN,2024
IDN,1968
IDN,1969
IDN,1970
IDN,1971
IDN,1972
IDN,1973
IDN,1974
IDN,1975
IDN,1976
IDN,1977
IDN,1978
IDN,1979
IDN,1980
IDN,1981
IDN,1982
IDN,1983
IDN,1984
IDN,1985
IDN,1986
IDN,1987
IDN,1988
IDN,1989
IDN,1990
IDN,1991
IDN,1992
IDN,1993
IDN,1994
IDN,1995
IDN,1996
IDN,1997
IDN,1998
IDN,1999
IDN,2000
IDN,2001
IDN,2002
IDN,2003
IDN,2004
IDN,2005
IDN,2006
IDN,2007
IDN,2008
IDN,2009
IDN,2010
IDN,2011
IDN,2012
IDN,2013
IDN,2014
IDN,2015
IDN,2016
IDN,2017
IDN,2018
IDN,2019
IDN,2020
IDN,2021
IDN,2022
IDN,2023
IDN,2024
IND,1960
IND,1961
IND,1962
IND,1963
IND,1964
IND,1965
IND,1966
IND,1967
IND,1968
IND,1969
IND,1970
IND,1971
IND,1972
IND,1973
IND,1974
IND,1975
IND,1976
IND,1977
IND,1978
IND,1979
IND,1980
IND,1981
IND,1982
IND,1983
IND,1984
IND,1985
IND,1986
IND,1987
IND,1988
IND,1989
IND,1990
IND,1991
IND,1992
IND,1993
IND,1994
IND,1995
IND,1996
IND,1997
IND,1998
IND,1999
IND,2000
IND,2001
IND,2002
IND,2003
IND,2004
IND,2005
IND,2006
IND,2007
IND,2008
IND,2009
IND,2010
IND,2011
IND,2012
IND,2013
IND,2014
IND,2015
IND,2016
IND,2017
IND,2018
IND,2019
IND,2020
IND,2021
IND,2022
IND,2023
IND,2024
IRL,1960
IRL,1961
IRL,1962
IRL,1963
IRL,1964
IRL,1965
IRL,1966
IRL,1967
IRL,1968
IRL,1969
IRL,1970
IRL,1971
IRL,1972
IRL,1973
IRL,1974
IRL,1975
IRL,1976
IRL,1977
IRL,1978
IRL,1979
IRL,1980
IRL,1981
IRL,1982
IRL,1983
IRL,1984
IRL,1985
IRL,1986
IRL,1987
IRL,1988
IRL,1989
IRL,1990
IRL,1991
IRL,1992
IRL,1993
IRL,1994
IRL,1995
IRL,1996
IRL,1997
IRL,1998
IRL,1999
IRL,2000
IRL,2001
IRL,2002
IRL,2003
IRL,2004
IRL,2005
IRL,2006
IRL,2007
IRL,2008
IRL,2009
IRL,2010
IRL,2011
IRL,2012
IRL,2013
IRL,2014
IRL,2015
IRL,2016
IRL,2017
IRL,2018
IRL,2019
IRL,2020
IRL,2021
IRL,2022
IRL,2023
IRL,2024
IRN,1960
IRN,1961
IRN,1962
IRN,1963
IRN,1964
IRN,1965
IRN,1966
IRN,1967
IRN,1968
IRN,1969
IRN,1970
IRN,1971
IRN,1972
IRN,1973
IRN,1974
IRN,1975
IRN,1976
IRN,1977
IRN,1978
IRN,1979
IRN,1980
IRN,1981
IRN,1982
IRN,1983
IRN,1984
IRN,1985
IRN,1986
IRN,1987
IRN,1988
IRN,1989
IRN,1990
IRN,1991
IRN,1992
IRN,1993
IRN,1994
IRN,1995
IRN,1996
IRN,1997
IRN,1998
IRN,1999
IRN,2000
IRN,2001
IRN,2002
IRN,2003
IRN,2004
IRN,2005
IRN,2006
IRN,2007
IRN,2008
IRN,2009
IRN,2010
IRN,2011
IRN,2012
IRN,2013
IRN,2014
IRN,2015
IRN,2016
IRN,2017
IRN,2018
IRN,2019
IRN,2020
IRN,2021
IRN,2022
IRN,2023
IRN,2024
IRQ,1960
IRQ,1963
IRQ,1964
IRQ,1965
IRQ,1966
IRQ,1967
IRQ,1968
IRQ,1969
IRQ,1970
IRQ,1971
IRQ,1972
IRQ,1973
IRQ,1974
IRQ,1975
IRQ,1976
IRQ,1977
IRQ,1978
IRQ,1979
IRQ,1980
IRQ,1981
IRQ,1982
IRQ,1983
IRQ,1984
IRQ,1985
IRQ,1986
IRQ,1987
IRQ,1988
IRQ,1989
IRQ,1990
IRQ,1991
IRQ,1992
IRQ,1993
IRQ,1994
IRQ,1995
IRQ,1996
IRQ,1997
IRQ,1998
IRQ,1999
IRQ,2000
IRQ,2001
IRQ,2002
IRQ,2003
IRQ,2004
IRQ,2005
IRQ,2006
IRQ,2007
IRQ,2008
IRQ,2009
IRQ,2010
IRQ,2011
IRQ,2012
IRQ,2013
IRQ,2014
IRQ,2015
IRQ,2016
IRQ,2017
IRQ,2018
IRQ,2019
IRQ,2020
IRQ,2021
IRQ,2022
IRQ,2023
IRQ,2024
ISR,1960
ISR,1961
ISR,1962
ISR,1963
ISR,1964
ISR,1965
ISR,1966
ISR,1967
ISR,1968
ISR,1969
ISR,1970
ISR,1971
ISR,1972
ISR,1973
ISR,1974
ISR,1975
ISR,1976
ISR,1977
ISR,1978
ISR,1979
ISR,1980
ISR,1981
ISR,1982
ISR,1983
ISR,1984
ISR,1985
ISR,1986
ISR,1987
ISR,1988
ISR,1989
ISR,1990
ISR,1991
ISR,1992
ISR,1993
ISR,1994
ISR,1995
ISR,1996
ISR,1997
ISR,1998
ISR,1999
ISR,2000
ISR,2001
ISR,2002
ISR,2003
ISR,2004
ISR,2005
ISR,2006
ISR,2007
ISR,2008
ISR,2009
ISR,2010
ISR,2011
ISR,2012
ISR,2013
ISR,2014
ISR,2015
ISR,2016
ISR,2017
ISR,2018
ISR,2019
ISR,2020
ISR,2021
ISR,2022
ISR,2023
ISR,2024
ITA,1960
ITA,1961
ITA,1962
ITA,1963
ITA,1964
ITA,1965
ITA,1966
ITA,1967
ITA,1968
ITA,1969
ITA,1970
ITA,1971
ITA,1972
ITA,1973
ITA,1974
ITA,1975
ITA,1976
ITA,1977
ITA,1978
ITA,1979
ITA,1980
ITA,1981
ITA,1982
ITA,1983
ITA,1984
ITA,1985
ITA,1986
ITA,1987
ITA,1988
ITA,1989
ITA,1990
ITA,1991
ITA,1992
ITA,1993
ITA,1994
ITA,1995
ITA,1996
ITA,1997
ITA,1998
ITA,1999
ITA,2000
ITA,2001
ITA,2002
ITA,2003
ITA,2004
ITA,2005
ITA,2006
ITA,2007
ITA,2008
ITA,2009
ITA,2010
ITA,2011
ITA,2012
ITA,2013
ITA,2014
ITA,2015
ITA,2016
ITA,2017
ITA,2018
ITA,2019
ITA,2020
ITA,2021
ITA,2022
ITA,2023
ITA,2024
JAM,1975
JAM,1976
JAM,1977
JAM,1978
JAM,1979
JAM,1980
JAM,1981
JAM,1982
JAM,1983
JAM,1984
JAM,1985
JAM,1986
JAM,1987
JAM,1988
JAM,1989
JAM,1990
JAM,1991
JAM,1992
JAM,1993
JAM,1994
JAM,1995
JAM,1996
JAM,1997
JAM,1998
JAM,1999
JAM,2000
JAM,2001
JAM,2002
JAM,2003
JAM,2004
JAM,2005
JAM,2006
JAM,2007
JAM,2008
JAM,2009
JAM,2010
JAM,2011
JAM,2012
JAM,2013
JAM,2014
JAM,2015
JAM,2016
JAM,2017
JAM,2018
JAM,2019
JAM,2020
JAM,2021
JAM,2022
JAM,2023
JAM,2024
JOR,1977
JOR,1978
JOR,1979
JOR,1980
JOR,1981
JOR,1982
JOR,1983
JOR,1984
JOR,1985
JOR,1986
JOR,1987
JOR,1988
JOR,1989
JOR,1990
JOR,1991
JOR,1992
JOR,1993
JOR,1994
JOR,1995
JOR,1996
JOR,1997
JOR,1998
JOR,1999
JOR,2000
JOR,2001
JOR,2002
JOR,2003
JOR,2004
JOR,2005
JOR,2006
JOR,2007
JOR,2008
JOR,2009
JOR,2010
JOR,2011
JOR,2012
JOR,2013
JOR,2014
JOR,2015
JOR,2016
JOR,2017
JOR,2018
JOR,2019
JOR,2020
JOR,2021
JOR,2022
JOR,2023
JOR,2024
JPN,1960
JPN,1961
JPN,1962
JPN,1963
JPN,1964
JPN,1965
JPN,1966
JPN,1967
JPN,1968
JPN,1969
JPN,1970
JPN,1971
JPN,1972
JPN,1973
JPN,1974
JPN,1975
JPN,1976
JPN,1977
JPN,1978
JPN,1979
JPN,1980
JPN,1981
JPN,1982
JPN,1983
JPN,1984
JPN,1985
JPN,1986
JPN,1987
JPN,1988
JPN,1989
JPN,1990
JPN,1991
JPN,1992
JPN,1993
JPN,1994
JPN,1995
JPN,1996
JPN,1997
JPN,1998
JPN,1999
JPN,2000
JPN,2001
JPN,2002
JPN,2003
JPN,2004
JPN,2005
JPN,2006
JPN,2007
JPN,2008
JPN,2009
JPN,2010
JPN,2011
JPN,2012
JPN,2013
JPN,2014
JPN,2015
JPN,2016
JPN,2017
JPN,2018
JPN,2019
JPN,2020
JPN,2021
JPN,2022
JPN,2023
JPN,2024
KAZ,1993
KAZ,1994
KAZ,1995
KAZ,1996
KAZ,1997
KAZ,1998
KAZ,1999
KAZ,2000
KAZ,2001
KAZ,2002
KAZ,2003
KAZ,2004
KAZ,2005
KAZ,2006
KAZ,2007
KAZ,2008
KAZ,2009
KAZ,2010
KAZ,2011
KAZ,2012
KAZ,2013
KAZ,2014
KAZ,2015
KAZ,2016
KAZ,2017
KAZ,2018
KAZ,2019
KAZ,2020
KAZ,2021
KAZ,2022
KAZ,2023
KAZ,2024
KEN,1960
KEN,1961
KEN,1962
KEN,1963
KEN,1964
KEN,1965
KEN,1966
KEN,1967
KEN,1968
KEN,1969
KEN,1970
KEN,1971
KEN,1972
KEN,1973
KEN,1974
KEN,1975
KEN,1976
KEN,1977
KEN,1978
KEN,1979
KEN,1980
KEN,1981
KEN,1982
KEN,1983
KEN,1984
KEN,1985
KEN,1986
KEN,1987
KEN,1988
KEN,1989
KEN,1990
KEN,1991
KEN,1992
KEN,1993
KEN,1994
KEN,1995
KEN,1996
KEN,1997
KEN,1998
KEN,1999
KEN,2000
KEN,2001
KEN,2002
KEN,2003
KEN,2004
KEN,2005
KEN,2006
KEN,2007
KEN,2008
KEN,2009
KEN,2010
KEN,2011
KEN,2012
KEN,2013
KEN,2014
KEN,2015
KEN,2016
KEN,2017
KEN,2018
KEN,2019
KEN,2020
KEN,2021
KEN,2022
KEN,2023
KEN,2024
KGZ,1993
KGZ,1994
KGZ,1995
KGZ,1996
KGZ,1997
KGZ,1998
KGZ,1999
KGZ,2000
KGZ,2001
KGZ,2002
KGZ,2003
KGZ,2004
KGZ,2005
KGZ,2006
KGZ,2007
KGZ,2008
KGZ,2009
KGZ,2010
KGZ,2011
KGZ,2012
KGZ,2013
KGZ,2014
KGZ,2015
KGZ,2016
KGZ,2017
KGZ,2018
KGZ,2019
KGZ,2020
KGZ,2021
KGZ,2022
KGZ,2023
KGZ,2024
KHM,1988
KHM,1989
KHM,1990
KHM,1991
KHM,1992
KHM,1993
KHM,1994
KHM,1995
KHM,1996
KHM,1997
KHM,1998
KHM,1999
KHM,2000
KHM,2001
KHM,2002
KHM,2003
KHM,2004
KHM,2005
KHM,2006
KHM,2007
KHM,2008
KHM,2009
KHM,2010
KHM,2011
KHM,2012
KHM,2013
KHM,2014
KHM,2015
KHM,2016
KHM,2017
KHM,2018
KHM,2019
KHM,2020
KHM,2021
KHM,2022
KHM,2023
KHM,2024
KOR,1960
KOR,1961
KOR,1962
KOR,1963
KOR,1964
KOR,1965
KOR,1966
KOR,1967
KOR,1968
KOR,1969
KOR,1970
KOR,1971
KOR,1972
KOR,1973
KOR,1974
KOR,1975
KOR,1976
KOR,1977
KOR,1978
KOR,1979
KOR,1980
KOR,1981
KOR,1982
KOR,1983
KOR,1984
KOR,1985
KOR,1986
KOR,1987
KOR,1988
KOR,1989
KOR,1990
KOR,1991
KOR,1992
KOR,1993
KOR,1994
KOR,1995
KOR,1996
KOR,1997
KOR,1998
KOR,1999
KOR,2000
KOR,2001
KOR,2002
KOR,2003
KOR,2004
KOR,2005
KOR,2006
KOR,2007
KOR,2008
KOR,2009
KOR,2010
KOR,2011
KOR,2012
KOR,2013
KOR,2014
KOR,2015
KOR,2016
KOR,2017
KOR,2018
KOR,2019
KOR,2020
KOR,2021
KOR,2022
KOR,2023
KOR,2024
KWT,1987
KWT,1988
KWT,1989
KWT,2001
KWT,2002
KWT,2003
KWT,2004
KWT,2005
KWT,2006
KWT,2007
KWT,2008
KWT,2009
KWT,2010
KWT,2011
KWT,2012
KWT,2013
KWT,2014
KWT,2015
KWT,2016
KWT,2017
KWT,2018
KWT,2019
KWT,2020
KWT,2021
KWT,2022
KWT,2023
KWT,2024
LAO,1972
LAO,1973
LAO,1974
LAO,1975
LAO,1976
LAO,1977
LAO,1978
LAO,1979
LAO,1980
LAO,1981
LAO,1982
LAO,1983
LAO,1984
LAO,1985
LAO,1986
LAO,1987
LAO,1988
LAO,1989
LAO,1990
LAO,1991
LAO,1992
LAO,1993
LAO,1994
LAO,1995
LAO,1996
LAO,1997
LAO,1998
LAO,1999
LAO,2000
LAO,2001
LAO,2002
LAO,2003
LAO,2004
LAO,2005
LAO,2006
LAO,2007
LAO,2008
LAO,2009
LAO,2010
LAO,2011
LAO,2012
LAO,2013
LAO,2014
LAO,2015
LAO,2016
LAO,2017
LAO,2018
LAO,2019
LAO,2020
LAO,2021
LAO,2022
LAO,2023
LAO,2024
LBN,1968
LBN,1969
LBN,1970
LBN,1971
LBN,1972
LBN,1973
LBN,1974
LBN,1975
LBN,1976
LBN,1977
LBN,1978
LBN,1979
LBN,1980
LBN,1981
LBN,1982
LBN,1983
LBN,1984
LBN,1985
LBN,1986
LBN,1987
LBN,1988
LBN,1989
LBN,1990
LBN,1991
LBN,1992
LBN,1993
LBN,1994
LBN,1995
LBN,1996
LBN,1997
LBN,1998
LBN,1999
LBN,2000
LBN,2001
LBN,2002
LBN,2003
LBN,2004
LBN,2005
LBN,2006
LBN,2007
LBN,2008
LBN,2009
LBN,2010
LBN,2011
LBN,2012
LBN,2013
LBN,2014
LBN,2015
LBN,2016
LBN,2017
LBN,2018
LBN,2019
LBN,2020
LBN,2021
LBN,2022
LBN,2023
LBN,2024
LBR,1982
LBR,1983
LBR,1984
LBR,1985
LBR,1986
LBR,1987
LBR,1988
LBR,1989
LBR,1990
LBR,1992
LBR,1993
LBR,1994
LBR,1995
LBR,1996
LBR,1997
LBR,1998
